exhibit_number,id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description,production_year_min,production_year_max,is_date_range,date_parse_status,find_spot_city,find_spot_country,location_parse_status
13,9178,500BC,Excavated/Findspot: Nola,pottery,painted; incised,,classical deity; mythical figure/creature; musician,Representation of: Apollo;  Representation of: Dionysos/Bacchus;  Representation of: Hermes/Mercury;  Representation of: Maenads,Attic; Archaic Greek,Greek,Greece,"This Archaic Greek hydria, dating to 500 BC, is a prime example of Attic pottery, characterized by its black-figure design set against a red panel backdrop, accentuated with purple and white accessories. The artwork features a striking depiction of divine and mythical figures: on the left, Dionysos is portrayed moving rightward, adorned with long hair, a beard, an ivy wreath, and wearing a long white chiton and himation. At the center, Apollo Citharoedos appears beardless with a laurel wreath, elegantly strumming a chelys using a plectrum, while drapery hangs from the instrument. Flanking Apollo are two suggested Maenads, clad in decorative chitons and himatia, indicative of their role as followers of Dionysos. Completing the scene on the right is Hermes, rendered with a backward glance, dressed in a short white chiton, chlamys, petasos, and endromides, and holding his iconic caduceus. The scene is intricately enhanced by a double honeysuckle motif above and bordered by a network pattern along the sides. This hydria was unearthed in Nola and exemplifies the artistry and mythological storytelling central to Greek ceramic work of the time.",-500.0,-500.0,False,success,Nola,Italy,success
14,9206,520BC (circa),Excavated/Findspot: Vulci,pottery,painted; incised,"Inscription type: inscription Inscription quoted: Λυσιππίδης καλός, Ρόδον καλέ",marriage/wedding; procession; warrior; horse/ass; charioteer/chariot; mythical figure/creature,Representation of: Achilles (?);  Representation of: Memnon (?);  Representation of: Antilochus (?),Attic; Archaic Greek,Greek,Greece,"This exquisite black-figured hydria, crafted around 520 BC during the Archaic Greek period, exemplifies Attic pottery through its intricate design and skilled craftsmanship. The vase is adorned with black designs set against a red panel, featuring accents in white and purple, and bordered by ivy motifs. On the shoulder of the hydria, a possible depiction of the mythological contest between Achilles and Memnon is presented, where the central figure, possibly Antilochus, lies flat and nude, while the armed warriors confront each other with spears and Boeotian shields, under the gaze of four spectating males holding wands. The main body showcases a marriage procession, highlighted by a quadriga carrying a male and female figure, both robed in opulent chiton and himation, accompanied by figures playing music and applauding. Inscribed with ""Λυσιππίδης καλός, Ρόδον καλέ,"" the piece also bears a frieze of animals below, featuring a siren flanked by a panther and a doe. This hydria was uncovered in Vulci, an Etruscan city known for its rich archaeological findings, enhancing our understanding of ancient Greek iconography and cultural interactions.",-520.0,-520.0,False,success,Vulci,Italy,success
15,9230,390BC (circa),Excavated/Findspot: Blacas Tomb,pottery,painted,Inscription type: inscription,satyr; classical mythology; charioteer/chariot; mythical figure/creature; classical deity,Representation of: Demeter/Ceres;  Representation of: Core (?);  Representation of: Aphrodite/Venus;  Representation of: Eros/Cupid,Attic,Greek,Greece,"This exquisite Attic red-figured hydria, dating to around 390 BC, exemplifies the ornate style of Greek pottery with its elaborate design painted on a black background. Adorned with white accessories, the vessel features intricate decorations such as egg-moulding around the lip and a maeander and chequer pattern below the primary scene. The central artwork depicts a dynamic tableau with a chariot drawn by two Erotes, ceremonially adorned and steering the vessel with Demeter and likely Core (Persephone) as passengers. These revered figures are portrayed with radiated fillets, ornate chitons, and intricate jewelry. Dancing Maenads, Satyrs, and seated figures populate the scene, each painstakingly detailed with beaded ornaments, necklaces, and embroidered garments. Iconographic elements include thyrsoi, tympana, and floral motifs, all indicating a celebration of the divine and mythical. The presence of notable deities such as Aphrodite and representations of Eros further infuse the piece with significant mythological narrative. This hydria was discovered in the Blacas Tomb, shedding light on burial practices and the cultural interplay between art and mythology in classical Greece.",-390.0,-390.0,False,success,Blacas Tomb,Italy,success
16,9232,490BC-460BC,Excavated/Findspot: Kalavarda,pottery,painted; incised,,classical deity; religious object,Representation of: Nike/Victoria/Victory,Attic,Greek,Greece,"This Attic black-figured hydria, crafted from pottery between 490 and 460 BCE, is a striking example of ancient Greek artistry. The design, rendered in black on a red panel, is bordered by intricate maeanders, palmettes, and dotted borders, with white accents adding depth to the composition. The scene depicts Nike, the personification of victory, elegantly flying to the right. She gazes back, her hair adorned with a white sphendone, while her outspread wings emerge from her breast. Nike's long chiton exhibits white markings, and she extends a white taenia with her hands, gracefully heading towards an altar topped by a blazing fire. A branch is delicately painted in the field, enhancing the visual narrative. This hydria, employing both painted and incised techniques, was discovered in Kalavarda, highlighting its cultural and religious significance as part of the rich tapestry of Greek civilization.",-490.0,-460.0,True,success,Kalavarda,Greece,success
17,9451,575BC-560BC (circa),Excavated/Findspot: Sanctuary of the Dioskouroi (Naukratis) (probably),pottery,painted; incised,Inscription type: inscription Inscription position: on wall Inscription language: Greek Inscription script: Greek Inscription quoted: Λυκοπις Inscription translation: Lykopis Inscription note: Pre-firing dipinto.,amazon,,Attic; Archaic Greek,Greek,Greece,"This Attic black-figured pottery lebes gamikos body sherd, dating from around 575-560 BC, is a fine representation of Archaic Greek artistry. The artifact, crafted from pottery and employing both painting and incising techniques, depicts a detailed scene on its exterior. It features part of a fallen Amazon to the right, the figure intricately detailed with a belted long chiton and a scabbard adorned with added red. The Amazon's face is outlined, with an eye showing a distinctive cornea meeting the upper eyelid. A Boeotian shield with a red border supports the figure, complemented by a spear positioned point downward, and an evocative touch of red depicting blood on the lower chiton part. The scene also includes the left leg and foot of another Amazon dashing to the right, and to the right side, a chain of vertical lotus and palmette with red highlights. A wide border of dots and alternating bands in red and black frames the scene intricately. The artifact bears a Greek inscription ""Λυκοπις"" (Lykopis) applied pre-firing on the wall. This pottery piece was excavated at the Sanctuary of the Dioskouroi in Naukratis, providing insight into its ceremonial use and the cultural exchanges within this Greek locale.",-575.0,-560.0,True,success,Sanctuary of the Dioskouroi,Iraq,success
18,9463,440BC (circa),Excavated/Findspot: Nola,pottery,painted,Inscription type: inscription,classical deity,Named in inscription & portrayed: Muses,Attic,Greek,Greece,"This exquisite Attic red-figured pottery lid from a lekanis, crafted circa 440 BC, exemplifies the finest style of Greek ceramic artistry. Adorned with a broad frieze encircling the central handle, it features intricate designs such as purple fillets, inscriptions, and wreaths. Surrounding the handle is an egg pattern, while the lips are decorated with alternating sets of maeanders and chequer squares. The artwork portrays seven Muses organized into three distinct groups: a seated Muse with broken away name, Polyhymnia, known by her inscribed name ΠΟΛΥ.ΝΙΑ, holding a likely scroll, and Cleio, ΚΛΕΩ, depicted with flutes; adjacent are Euterpe, inscribed ΕΥΤΕΡΠΕ, and Thaleia, ΘΑΛΕΙΑ, holding a wreath; lastly, Erato, inscribed as . . . ΤΩ, addressing Calliope with a square box. The Muses are elegantly depicted in long Ionic chitons with looped hair, except for Thaleia, who wears a Doric chiton with cropped hair. This lid was excavated from Nola, offering a glimpse into the rich decorative traditions of ancient Greece and the veneration of classical deities in the artistic milieu.",-440.0,-440.0,False,success,Nola,Italy,success
19,9481,370BC-350BC,Excavated/Findspot: Puglia,pottery,painted,,classical deity,Representation of: Eros/Cupid,Attic,Greek,Greece,"This exquisite Attic pottery piece, a red-figured lekanis with a lid, hails from the classical Greek period, specifically dated between 370-350 BCE. The lekanis is adorned with a striking design in red and white against a black ground, featuring egg-moulding on the cover and palmettes on the body, a testament to its intricate craftsmanship. The painted scene on the cover depicts a lively toilet scene centered around Eros, the classical deity of love, rendered with white flesh, red wings with black markings, and curly hair, holding an embroidered taenia. This vivid portrayal includes a seated female figure with an unguent-box and a cista, as well as another female figure running with a cista and taenia, both of whom are elegantly dressed in bordered garments. A youth, draped in fabric, sits with a calathos, while above him are intricate details including an embroidered taenia, tendrils, and an alabastron. This artefact, with its mythological associations and dynamic composition, was excavated in Puglia, offering a glimpse into the sophisticated artistry and cultural narratives of ancient Greece.",-370.0,-350.0,True,success,Puglia,Italy,success
20,6101,2100BC-2000BC,Excavated/Findspot: Ur (historic - city),chlorite,perforated,,mammal,,Third Dynasty of Ur,Mesopotamian,iraq,"This artifact is a green chlorite cylinder seal originating from the Third Dynasty of Ur, dated between 2100-2000 BC. It features a vivid contest scene, depicting two crossed lions engaged in combat with naked heroes. The design is executed in a simple and linear style, with the treatment of the figures' heads echoing the artistic conventions of Early Dynastic III seals. The seal is perforated with a small, straight hole, indicating its use as a means of personal identification or decoration. Despite the passage of time, the upper part of the lion and much of the scene remain visible, though a large chip and signs of erasure are present on one side. This seal was excavated from the historic city of Ur, modern-day Iraq, providing a tangible connection to the legendary cultural and historical landscapes of Mesopotamia.",-2100.0,-2000.0,True,success,Ur,Iraq,success
21,6147,800BC-750BC,Excavated/Findspot: Nineveh (historic - Iraq),chalcedony,wheel-cut; hand-modelled; drilled,,cattle; jewellery; sun/moon; arms/armour; equestrian; devotee/worshipper; planet/constellation,Representation of: Pleiades (?);  Emblem of: Marduk;  Emblem of: Nabu;  Emblem of: Sibitti (?),Neo-Assyrian,Mesopotamian,iraq,"This exquisite Neo-Assyrian blue chalcedony cylinder seal, dated between 800 and 750 BCE, hails from the renowned historic site of Nineveh in present-day Iraq. Crafted using wheel-cut, hand-modeled, and drilled techniques, the seal displays a vibrant scene beneath a multipartite winged disc, emblematic of the period's iconography. At the center, a cow is tenderly depicted suckling a calf, looking back at a leaping gazelle, while a gallant horseman advances below, guiding a horse adorned with a beaded harness and a triple-crested plume. This complex narrative continues with a kid animal below and a stately worshipper standing to the right, gesturing symbolically. The intricate design incorporates celestial elements such as a star, crescent, and the Pleiades, along with divine emblems of Marduk, Nabu, and possibly Sibitti. The meticulous detailing, from the horseman's fringed tunic and plume-evoking drill-holes to the symbolic trident, wedges, and spade, reflects the sophisticated artistry and religious symbolism of Neo-Assyrian culture. The seal's convex ends and slightly concave sides are bordered by thin lines, completing this masterful piece of Mesopotamian craftsmanship.",-800.0,-750.0,True,success,Nineveh,Iraq,success
22,6196,1837-1901 (setting),Excavated/Findspot: Kouyunjik (probably),chalcedony; gold,drilled,,mammal; mythical figure/creature; arachnid; bird; arms/armour; sun/moon; fish; deity; priest/priestess; devotee/worshipper,Associated with: Lady Layard,Neo-Assyrian; Late Babylonian,Mesopotamian,iraq,"This exquisite chalcedony cylinder seal, originating from the Neo-Assyrian to Late Babylonian period and possibly dating back to ancient Mesopotamia, is a captivating artifact both in form and detail. Crafted from pale-grey, clouded chalcedony, the seal depicts a dynamic scene characterized by a likely female worshipper with extended hands, standing opposite a beardless deity, presumed to be a goddess adorned with a globular, horned headdress and a detailed, tiered skirt. Adding to the mythical tableau is a bearded scorpion-man, whose form merges human traits with a bird or lion’s hindquarters, signified by distinctive drill-hole markings. Noteworthy within the composition are celestial and mythological symbols, including a crescent and a cross-legged table, along with a horizontally swimming fish and a possibly symbolic dagger or stylus. The seal is currently mounted as an earring, encased in a gold setting featuring a chevron design. This setting was added in the Victorian era, complementing a matching necklace and indicating a sophistication in craftsmanship. Though the original edges may have been filed for consistency with its pair, the caps obscure the seal’s ends, preserving its intricate quarry of motifs. This exceptional piece was discovered in Kouyunjik, Iraq, likely connected to Lady Layard, and serves as an emblem of ancient religious and artistic expression.",1837.0,1901.0,True,success,Kouyunjik,Iraq,success
23,6310,2600BC - 2300BC,Excavated/Findspot: South East Palace (Nimrud),lapis lazuli,engraved,,bird; mammal; vessel; eating/drinking,,Early Dynastic III,Mesopotamian,iraq,"This exquisite Early Dynastic III cylinder seal, crafted between 2600 and 2300 BCE, originates from the Mesopotamian region of Iraq. Fashioned from rich blue lapis lazuli, it is intricately engraved in two distinct registers. The upper register depicts a seated figure holding a cup or bowl, positioned before an eagle attacking a goat and a stag, while a hatched ornament elegantly separates this scene from the lower register. Below, the lower register features a table with two figures seated opposite each other, indulging in a drink from a large vessel through pipes, surrounded by symbolic motifs. Unearthed at the South East Palace in Nimrud, this artifact illuminates the complex social and ceremonial practices of its era, providing valuable insights into the cultural and artistic expressions of ancient Mesopotamian society.",-2600.0,-2300.0,True,success,South East Palace,Iraq,success
24,6369,2400BC-2200BC,Excavated/Findspot: Ur (historic - city),quartz,glazed,,fish; vessel,,Jemdet Nasr; Akkadian,Mesopotamian,iraq,"This exquisite Mesopotamian artifact is a sintered quartz cylinder seal, dating from 2400 to 2200 BCE, originating from the culturally rich Jemdet Nasr and Akkadian periods. The seal is adorned with traces of now red or black glaze, revealing a distinctive whitish core beneath. Its artistry is divided into two registers of geometric designs; the upper register features two pots and two fish, while the lower register presents cross-hatched lines flanked by a parallel border. Despite a sizeable chip missing from the seal, the intricate craftsmanship remains evident. The seal's provenance is significant, having been excavated from the historic city of Ur in modern-day Iraq, thus offering a glimpse into the intricate social and cultural practices of early Mesopotamian civilization.",-2400.0,-2200.0,True,success,Ur,Iraq,success
25,6396,645BC (c.),Excavated/Findspot: North Palace (Nineveh),gypsum,carved,,lotus; plant,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian gypsum door-sill, dating to approximately 645 BCE, is intricately carved to resemble a carpet, encapsulating the artistic finesse of the era. Adorned with two distinct borders, the outer perimeter showcases an alternating pattern of lotus flowers and buds, while the inner edge is lined with palmettes. These borders are elegantly separated by delicate rows of rosettes, motifs that also intricately adorn the central grid of the carpet design. Within the square sections, clusters of four lotus heads alternate charmingly with four buds or pods, exemplifying the rich botanical motif of the artifact. This beautifully crafted piece, excavated from the North Palace in Nineveh, Iraq, offers a glimpse into the decorative sensibilities of the Assyrian empire, highlighting the symbolic use of plant imagery in architectural elements.",-645.0,-645.0,False,success,North Palace,Iraq,success
26,6401,3300BC-3000BC,Excavated/Findspot: Ur (historic - city),stone,carved,,cattle,,Late Uruk,Mesopotamian,iraq,"This Late Uruk period stone artifact, dating from 3300-3000 BC, is a carved depiction of a calf, notable for its functional hole designed to accommodate a vertical post through its body. Reflective of Mesopotamian craftsmanship, this piece embodies cultural and symbolic attributes associated with cattle, a significant element in Uruk society. The artifact was excavated at the historic city of Ur, located in present-day Iraq, offering valuable insights into the material culture and artistic expressions of this ancient civilization.",-3300.0,-3000.0,True,success,Ur,Iraq,success
27,6403,6000BC-5000BC,Excavated/Findspot: Arpachiyah,stone,incised,,eroticism/sex,,Halaf,Mesopotamian,iraq,"This stone figurine, dating from 6000-5000 BC, originates from the Halaf culture, which flourished in ancient Mesopotamia, specifically in the region now known as Iraq. The artifact, unearthed at Arpachiyah, represents a schematic form with exaggerated sexual organs, featuring an incised pubic triangle and notably lacking arms. Crafted with incising techniques, it reflects the period's artistic expression concerning themes of eroticism and fertility. This figurine provides valuable insights into the societal and cultural norms of the Halaf people, illustrating the symbolic significance they placed on sexuality and reproduction.",-6000.0,-5000.0,True,success,Arpachiyah,Iraq,success
28,6409,900BC-800BC,Excavated/Findspot: Nimrud (?),limestone,carved; drilled (eye sockets),,cattle,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian limestone furniture finial, dating from 900-800 BCE, is a remarkable artifact carved into the shape of a calf's head. The skillful craftsmanship is evident in the finely carved features, notably the hollow, drilled eye sockets that give the object an expressive appearance. Such decorative elements were commonly used in furnishings to signify status and cultural symbolism, with cattle often representing abundance and strength in Mesopotamian culture. This piece was excavated, or possibly found, at the renowned archaeological site of Nimrud in Iraq, a location central to the Assyrian Empire. The use of white limestone and the distinctive artistic techniques employed reflect the rich cultural and artistic traditions of the Neo-Assyrian period.",-900.0,-800.0,True,success,Nimrud,Iraq,success
29,6419,2600BC-2500BC,Excavated/Findspot: Ur (historic - city),shell,incised; inlaid,,priest/priestess,,Early Dynastic III,Mesopotamian,iraq,"This Early Dynastic III artifact from Mesopotamia, dating between 2600 and 2500 BC, is an exquisite shell inlay with an incised design, depicting a standing figure engaged in a libation ritual, likely representing a priest or priestess. The intricate craftsmanship, achieved through incising and inlaying techniques, highlights the skill and artistry of ancient Mesopotamian artisans. This artifact was excavated from the historic city of Ur in present-day Iraq, offering a tangible connection to the religious and cultural practices of one of the world's earliest urban civilizations.",-2600.0,-2500.0,True,success,Ur,Iraq,success
30,6445,2141BC-2122BC,Excavated/Findspot: Ur (historic - city),limestone,high relief; carved,Inscription type: inscription Inscription note: Inscription of Utu Hegal.,sun/moon,Named in inscription: Utu-Hegal,Third Dynasty of Ur,Mesopotamian,iraq,"This artifact is a portion of a limestone monument from the Third Dynasty of Ur, dating between 2141-2122 BCE. It is crafted using high relief carving techniques, showcasing representations of the sun and moon positioned above an inscription. The inscription, partially preserved with eight lines, mentions Utu-Hegal, a significant figure from this era. The limestone composition lends a timeless quality to the piece, which embodies the symbolic importance of celestial bodies in the culture of ancient Mesopotamia. Excavated from the historic city of Ur, located in present-day Iraq, this monument provides invaluable insight into early Mesopotamian art and governance during a pivotal period of history.",-2141.0,-2122.0,True,success,Ur,Iraq,success
