exhibit_number,id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description,production_year_min,production_year_max,is_date_range,date_parse_status,find_spot_city,find_spot_country,location_parse_status
11,6147,800BC-750BC,Excavated/Findspot: Nineveh (historic - Iraq),chalcedony,wheel-cut; hand-modelled; drilled,,cattle; jewellery; sun/moon; arms/armour; equestrian; devotee/worshipper; planet/constellation,Representation of: Pleiades (?);  Emblem of: Marduk;  Emblem of: Nabu;  Emblem of: Sibitti (?),Neo-Assyrian,Mesopotamian,iraq,"This exquisite Neo-Assyrian blue chalcedony cylinder seal, dated between 800 and 750 BCE, hails from the renowned historic site of Nineveh in present-day Iraq. Crafted using wheel-cut, hand-modeled, and drilled techniques, the seal displays a vibrant scene beneath a multipartite winged disc, emblematic of the period's iconography. At the center, a cow is tenderly depicted suckling a calf, looking back at a leaping gazelle, while a gallant horseman advances below, guiding a horse adorned with a beaded harness and a triple-crested plume. This complex narrative continues with a kid animal below and a stately worshipper standing to the right, gesturing symbolically. The intricate design incorporates celestial elements such as a star, crescent, and the Pleiades, along with divine emblems of Marduk, Nabu, and possibly Sibitti. The meticulous detailing, from the horseman's fringed tunic and plume-evoking drill-holes to the symbolic trident, wedges, and spade, reflects the sophisticated artistry and religious symbolism of Neo-Assyrian culture. The seal's convex ends and slightly concave sides are bordered by thin lines, completing this masterful piece of Mesopotamian craftsmanship.",-800.0,-750.0,True,success,Nineveh,Iraq,success
12,6196,1837-1901 (setting),Excavated/Findspot: Kouyunjik (probably),chalcedony; gold,drilled,,mammal; mythical figure/creature; arachnid; bird; arms/armour; sun/moon; fish; deity; priest/priestess; devotee/worshipper,Associated with: Lady Layard,Neo-Assyrian; Late Babylonian,Mesopotamian,iraq,"This exquisite chalcedony cylinder seal, originating from the Neo-Assyrian to Late Babylonian period and possibly dating back to ancient Mesopotamia, is a captivating artifact both in form and detail. Crafted from pale-grey, clouded chalcedony, the seal depicts a dynamic scene characterized by a likely female worshipper with extended hands, standing opposite a beardless deity, presumed to be a goddess adorned with a globular, horned headdress and a detailed, tiered skirt. Adding to the mythical tableau is a bearded scorpion-man, whose form merges human traits with a bird or lion’s hindquarters, signified by distinctive drill-hole markings. Noteworthy within the composition are celestial and mythological symbols, including a crescent and a cross-legged table, along with a horizontally swimming fish and a possibly symbolic dagger or stylus. The seal is currently mounted as an earring, encased in a gold setting featuring a chevron design. This setting was added in the Victorian era, complementing a matching necklace and indicating a sophistication in craftsmanship. Though the original edges may have been filed for consistency with its pair, the caps obscure the seal’s ends, preserving its intricate quarry of motifs. This exceptional piece was discovered in Kouyunjik, Iraq, likely connected to Lady Layard, and serves as an emblem of ancient religious and artistic expression.",1837.0,1901.0,True,success,Kouyunjik,Iraq,success
13,6310,2600BC - 2300BC,Excavated/Findspot: South East Palace (Nimrud),lapis lazuli,engraved,,bird; mammal; vessel; eating/drinking,,Early Dynastic III,Mesopotamian,iraq,"This exquisite Early Dynastic III cylinder seal, crafted between 2600 and 2300 BCE, originates from the Mesopotamian region of Iraq. Fashioned from rich blue lapis lazuli, it is intricately engraved in two distinct registers. The upper register depicts a seated figure holding a cup or bowl, positioned before an eagle attacking a goat and a stag, while a hatched ornament elegantly separates this scene from the lower register. Below, the lower register features a table with two figures seated opposite each other, indulging in a drink from a large vessel through pipes, surrounded by symbolic motifs. Unearthed at the South East Palace in Nimrud, this artifact illuminates the complex social and ceremonial practices of its era, providing valuable insights into the cultural and artistic expressions of ancient Mesopotamian society.",-2600.0,-2300.0,True,success,South East Palace,Iraq,success
14,6369,2400BC-2200BC,Excavated/Findspot: Ur (historic - city),quartz,glazed,,fish; vessel,,Jemdet Nasr; Akkadian,Mesopotamian,iraq,"This exquisite Mesopotamian artifact is a sintered quartz cylinder seal, dating from 2400 to 2200 BCE, originating from the culturally rich Jemdet Nasr and Akkadian periods. The seal is adorned with traces of now red or black glaze, revealing a distinctive whitish core beneath. Its artistry is divided into two registers of geometric designs; the upper register features two pots and two fish, while the lower register presents cross-hatched lines flanked by a parallel border. Despite a sizeable chip missing from the seal, the intricate craftsmanship remains evident. The seal's provenance is significant, having been excavated from the historic city of Ur in modern-day Iraq, thus offering a glimpse into the intricate social and cultural practices of early Mesopotamian civilization.",-2400.0,-2200.0,True,success,Ur,Iraq,success
15,6396,645BC (c.),Excavated/Findspot: North Palace (Nineveh),gypsum,carved,,lotus; plant,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian gypsum door-sill, dating to approximately 645 BCE, is intricately carved to resemble a carpet, encapsulating the artistic finesse of the era. Adorned with two distinct borders, the outer perimeter showcases an alternating pattern of lotus flowers and buds, while the inner edge is lined with palmettes. These borders are elegantly separated by delicate rows of rosettes, motifs that also intricately adorn the central grid of the carpet design. Within the square sections, clusters of four lotus heads alternate charmingly with four buds or pods, exemplifying the rich botanical motif of the artifact. This beautifully crafted piece, excavated from the North Palace in Nineveh, Iraq, offers a glimpse into the decorative sensibilities of the Assyrian empire, highlighting the symbolic use of plant imagery in architectural elements.",-645.0,-645.0,False,success,North Palace,Iraq,success
16,6401,3300BC-3000BC,Excavated/Findspot: Ur (historic - city),stone,carved,,cattle,,Late Uruk,Mesopotamian,iraq,"This Late Uruk period stone artifact, dating from 3300-3000 BC, is a carved depiction of a calf, notable for its functional hole designed to accommodate a vertical post through its body. Reflective of Mesopotamian craftsmanship, this piece embodies cultural and symbolic attributes associated with cattle, a significant element in Uruk society. The artifact was excavated at the historic city of Ur, located in present-day Iraq, offering valuable insights into the material culture and artistic expressions of this ancient civilization.",-3300.0,-3000.0,True,success,Ur,Iraq,success
17,6403,6000BC-5000BC,Excavated/Findspot: Arpachiyah,stone,incised,,eroticism/sex,,Halaf,Mesopotamian,iraq,"This stone figurine, dating from 6000-5000 BC, originates from the Halaf culture, which flourished in ancient Mesopotamia, specifically in the region now known as Iraq. The artifact, unearthed at Arpachiyah, represents a schematic form with exaggerated sexual organs, featuring an incised pubic triangle and notably lacking arms. Crafted with incising techniques, it reflects the period's artistic expression concerning themes of eroticism and fertility. This figurine provides valuable insights into the societal and cultural norms of the Halaf people, illustrating the symbolic significance they placed on sexuality and reproduction.",-6000.0,-5000.0,True,success,Arpachiyah,Iraq,success
18,6409,900BC-800BC,Excavated/Findspot: Nimrud (?),limestone,carved; drilled (eye sockets),,cattle,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian limestone furniture finial, dating from 900-800 BCE, is a remarkable artifact carved into the shape of a calf's head. The skillful craftsmanship is evident in the finely carved features, notably the hollow, drilled eye sockets that give the object an expressive appearance. Such decorative elements were commonly used in furnishings to signify status and cultural symbolism, with cattle often representing abundance and strength in Mesopotamian culture. This piece was excavated, or possibly found, at the renowned archaeological site of Nimrud in Iraq, a location central to the Assyrian Empire. The use of white limestone and the distinctive artistic techniques employed reflect the rich cultural and artistic traditions of the Neo-Assyrian period.",-900.0,-800.0,True,success,Nimrud,Iraq,success
19,6419,2600BC-2500BC,Excavated/Findspot: Ur (historic - city),shell,incised; inlaid,,priest/priestess,,Early Dynastic III,Mesopotamian,iraq,"This Early Dynastic III artifact from Mesopotamia, dating between 2600 and 2500 BC, is an exquisite shell inlay with an incised design, depicting a standing figure engaged in a libation ritual, likely representing a priest or priestess. The intricate craftsmanship, achieved through incising and inlaying techniques, highlights the skill and artistry of ancient Mesopotamian artisans. This artifact was excavated from the historic city of Ur in present-day Iraq, offering a tangible connection to the religious and cultural practices of one of the world's earliest urban civilizations.",-2600.0,-2500.0,True,success,Ur,Iraq,success
20,6445,2141BC-2122BC,Excavated/Findspot: Ur (historic - city),limestone,high relief; carved,Inscription type: inscription Inscription note: Inscription of Utu Hegal.,sun/moon,Named in inscription: Utu-Hegal,Third Dynasty of Ur,Mesopotamian,iraq,"This artifact is a portion of a limestone monument from the Third Dynasty of Ur, dating between 2141-2122 BCE. It is crafted using high relief carving techniques, showcasing representations of the sun and moon positioned above an inscription. The inscription, partially preserved with eight lines, mentions Utu-Hegal, a significant figure from this era. The limestone composition lends a timeless quality to the piece, which embodies the symbolic importance of celestial bodies in the culture of ancient Mesopotamia. Excavated from the historic city of Ur, located in present-day Iraq, this monument provides invaluable insight into early Mesopotamian art and governance during a pivotal period of history.",-2141.0,-2122.0,True,success,Ur,Iraq,success
21,6459,2400BC-2200BC,Excavated/Findspot: Royal Cemetery (Ur),copper alloy; shell; aragonite; cornelian; lapis lazuli; gold; agate,drilled,,mythical figure/creature,,Akkadian,Mesopotamian,iraq,"This assemblage of artifacts from the Akkadian culture, dating from 2400-2200 BCE, was excavated at the Royal Cemetery of Ur, a site renowned for its rich historical significance in ancient Mesopotamia. It includes two fragments of copper alloy pins that have been rejoined, accompanied by a copper alloy hair-ring and a distinctly crafted aragonite or shell cylinder seal, notable for its central drilling. The seal artistically portrays a captivating contest scene featuring a long-haired bull-man, two antithetical human-headed bulls, and two bearded heroes in conflict, one adorned in a flat cap and both donning skirts, further accentuated with traces of copper staining on one side. Additionally, the find encompasses fourteen meticulously drilled beads comprised of six cornelian, four lapis lazuli, two gold, and one banded agate. These beads vary in form, with ten being barrel-shaped and three double conoid, as well as an additional copper alloy bead fragment. These objects, found collectively and catalogued together, provide a unique insight into the intricate artistry and symbolic motifs prevalent in Akkadian society.",-2400.0,-2200.0,True,success,Royal Cemetery,Iraq,success
22,6477,3300BC-3000BC,Excavated/Findspot: Warka (probably),stone,carved,,cattle; bird; costume/clothing; mesopotamian hero,,Late Uruk,Mesopotamian,iraq,"This Late Uruk stone cult vessel, dating from 3300 to 3000 BCE, is an intricate example of Mesopotamian artistry. The miniature vase is distinctly supported by a pair of hero figures, each adorned with belts, who are depicted grasping two bulls with birds precariously perched on their backs. These hero figures, possibly understood as protective spirits, suggest a cultural emphasis on safeguarding livestock, an integral aspect of ancient Mesopotamian life. Carved with precision, this piece exemplifies the ceremonial objects that typify the period, reflecting both artistic skill and religious significance. The vessel was excavated at Warka, a significant archaeological site in Iraq, providing further context to its historical and cultural dimensions.",-3300.0,-3000.0,True,success,Warka,Iraq,success
23,6506,6000BC-5000BC,Excavated/Findspot: Arpachiyah,limestone,incised; perforated,,,,Halaf,Mesopotamian,iraq,"This Halaf limestone stamp seal, dating from 6000 to 5000 BC, exemplifies early Mesopotamian craftsmanship with its flat, rectangular form and intricately incised compartmented geometric pattern on the base. A hole is pierced through the center and features a perforated lug at the back, though it is noted to be incomplete due to a broken lug. The seal bears deposits and possible abrasion marks, indicating extensive use or wear over time. This artifact, crafted through incising and perforation techniques, underscores the significance of symbolic seals in the Halaf culture. Unearthed at the archaeological site of Arpachiyah in Iraq, it offers a glimpse into the technological and artistic capabilities of one of the earliest known cultures within the Mesopotamian region.",-6000.0,-5000.0,True,success,Arpachiyah,Iraq,success
24,7912,650-700,Found/Acquired: Yasui rock tomb,stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This exquisite jar from the Late Kofun period, crafted between 650-700 CE, epitomizes the high-fired stoneware artistry of ancient Japan. Featuring a globular body with a rounded base and a short neck that elegantly flares towards the mouth, the jar is accented by circular handles affixed to each shoulder. The exterior showcases distinctive tataki matted paddle marks, a testament to the period's ceramic techniques, while the interior bears the hallmark round anvil marks. Shellfish fragments adhere to its surface, hinting at its historical and geographical journey. This artifact was discovered in the Yasui rock tomb in Japan, providing valuable insight into the burial practices and material culture of the era.",650.0,700.0,True,success,Yasui rock tomb,Japan,success
25,7946,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Late Kofun period kodogu, dating approximately to the year 500 CE, is a meticulously crafted sword fitting notable for its use of silvered and incised copper. This artifact, representative of Japanese material culture, exemplifies the technical sophistication of the era with its intricate silvering and engraving techniques. Discovered at the Shibayama dolmen, it is a testament to the ceremonial and practical applications of sword fittings in the Kofun period, reflecting the culture’s emphasis on craftsmanship in its weaponry and associated paraphernalia.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
26,7958,650-700,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, Mino dolmens on hills behind town",,,Late Kofun,Japanese,Japan,"This Late Kofun period tsubofuta, crafted between 650-700 CE, serves as the lid of a jar and exemplifies the refined ceramics of ancient Japan. Made from high-fired stoneware, it features a coiled knob placed centrally and is adorned with a natural ash glaze, a technique indicative of the time that enhances its aesthetic and functional qualities. The lid bears an English inscription referencing ""Akasaka, Mino dolmens on hills behind town,"" suggesting a cultural or geographical connection possibly related to its findspot. Discovered near Akasaka-cho, this piece reflects the enduring legacy of the Late Kofun culture in Japan, particularly in ceramic traditions.",650.0,700.0,True,success,Akasaka-cho,Japan,success
27,8058,650-700,Found/Acquired: Misaoyama Dolmen,stoneware,ash-glazed; pierced,"Inscription type: inscription Inscription position: label on foot Inscription language: English Inscription quoted: Misaoyama, Bizen from dolmens. From CSuicho. Inscription note: Handwritten.",,,Late Kofun,Japanese,Japan,"This Late Kofun pedestal vessel, dating from 650-700 CE, serves as a remarkable example of Japanese stoneware used for serving rice wine, known as daitsuki hasou. Crafted from high-fired stoneware, it features a natural ash glaze that highlights its aesthetic appeal. The vessel boasts a globular body, with a round perforation on one side designed for a bamboo spout, and has a distinctive long neck that broadens into a wide mouth accented by a ridge below the rim. It is supported by a short pedestal that expands towards the foot. A handwritten English inscription is found on a label on the foot, which reads ""Misaoyama, Bizen from dolmens. From CSuicho,"" indicating its provenance. This artifact was found at the Misaoyama Dolmen in Japan, offering insights into the funerary practices and material culture of the Late Kofun period.",650.0,700.0,True,success,Misaoyama Dolmen,Japan,success
28,8062,550-600,Found/Acquired: Hattorigawa,stoneware,ash-glazed; tataki,"Inscription type: inscription Inscription language: English Inscription quoted: 1886/2/13 Hattorigawa (Kawachi), Febr. 13/86",,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal jar, known as a daitsuki yuugai tsubo, was crafted between 550-600 CE in Japan. Made of high-fired stoneware, this jar exhibits a natural ash glaze, giving it a distinctive finish. Its globular body features a neck that widens towards the mouth with an inclined rim designed to secure a lid, while the pedestal base expands towards a fragmented foot. The exterior displays tataki matted paddle marks, with corresponding anvil marks visible on the inside. An English inscription notes ""1886/2/13 Hattorigawa (Kawachi), Febr. 13/86,"" marking its findspot at Hattorigawa. This piece exemplifies the utilitarian and artistic craftsmanship characteristic of the Late Kofun period.",550.0,600.0,True,success,Hattorigawa,Japan,success
29,8097,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, originating from the Middle Kofun period in Japan and dated circa 450-500 CE, exemplifies the sophisticated craftsmanship of the era through its use of gilt bronze. The fitting, a component of a quiver, was skillfully gilded, showcasing the amalgamation of bronze and gold, which underscores the aesthetic and functional priorities of this historical period. It was discovered at the Shibayama dolmen, a significant archaeological findspot that offers insights into the burial practices and martial culture of ancient Japan. This artifact reflects the intricate metallurgical techniques and the cultural significance tied to the martial elite of the Kofun period.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
30,8127,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, dating approximately from 450-500 CE, originates from the Middle Kofun period in Japan. The artifact is crafted from bronze and features a gilded surface, showcasing the sophisticated metalworking techniques of the era. Its discovery in the Shibayama dolmen highlights its cultural significance, as quiver fittings were often associated with the burial practices and status of individuals during the Kofun period. This piece serves as a testament to the artistry and ceremonial customs of ancient Japanese society.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
31,8148,700-750,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, dolmen near",,,Late Kofun,Japanese,Japan,"This Late Kofun period sagebe, a hanging jar dating from 700-750 CE, exemplifies the high-fired stoneware craftsmanship of Japan. The jar features a circular body with one side flattened and the other spherical, lending a distinctive and intriguing form. It is adorned with a natural ash glaze, indicative of traditional Japanese glazing techniques. The short neck flares into a wide mouth, and the addition of round knobs on the shoulder serves as stylized jug handles. An inscription in English mentions ""Akasaka, dolmen near,"" providing context to its provenance or possible site of acquisition. Discovered near Akasaka-cho, this artifact offers a glimpse into the utilitarian and artistic expressions of Late Kofun Japan, reflecting the era's sophisticated ceramic traditions.",700.0,750.0,True,success,Akasaka-cho,Japan,success
32,8152,490-510,Excavated/Findspot: Toyonaka-shi (Taikozuka dolmens at Sakuraidani),stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This artifact is a Late Kofun period sarcophagus dating from 490-510 CE, meticulously crafted from reddish stoneware. The sarcophagus exhibits a plain rectangular form with a distinctive roof-shaped cover, featuring two circular holes at the ends, each fitted with stoppers. It is supported by eighteen cylindrical feet, with six small holes pierced on each side, suggesting functional or symbolic significance. The interior displays tataki markings, a technique notable in Japanese pottery of the time. Unearthed from the Taikozuka dolmens at Sakuraidani in Toyonaka-shi, Japan, this sarcophagus provides valuable insights into the funerary practices and material culture of the Late Kofun period, reflecting the era's craftsmanship and ritualistic customs.",490.0,510.0,True,success,Toyonaka-shi,Japan,success
33,8193,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Kodogu, originating from the Late Kofun period around the 6th century CE, is a sword binding crafted from copper and elegantly enhanced with silvering and intricate incisions. Reflective of the period's metallurgical and artistic skills, this artifact exemplifies the craftsmanship involved in adorning functional objects with aesthetic considerations during this era. It was uncovered at the Shibayama dolmen in Japan, a locale known for its historical burial sites associated with the Kofun culture, further emphasizing its archaeological significance within the context of ancient Japanese martial accouterments.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
34,8213,650-700,Found/Acquired: Akasaka-cho (Tsukimi-yama),stoneware,ash-glazed,Inscription type: inscription Inscription position: paper slip attached to pedestal Inscription language: Japanese Inscription quoted: 発掘人赤坂村堤庄八　同村　　　同村松尾淺吉売買人赤坂村清水甚吉」　不破郡赤坂村　々有他　家月見山第四墳台付皿壱固　再度買取人　久瀬村　長岡善蔵　高三寸」; Inscription type: inscription Inscription quoted: Akasaka Mino Tsukimi-yama,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal bowl, dating from 650-700 CE, exemplifies the artistry of high-fired stoneware with a natural ash glaze. Known as a takatsuki, the artifact features a shallow bowl with sides that expand gracefully towards the rim, resting atop a slender pedestal that broadens into a foot with a slightly raised edge. Accompanying the bowl is a paper slip inscribed in Japanese, linking it to individuals and locations associated with its excavation and provenance, including references to ""赤坂村"" (Akasaka village) and ""月見山"" (Tsukimi-yama). This piece was found in Akasaka-cho (Tsukimi-yama), offering valuable insights into the cultural and ceremonial practices of the Late Kofun period in Japan.",650.0,700.0,True,success,Akasaka-cho,Japan,success
